HonestKeyTrace ,True,0.9680216312408447,13,[]
GoodKeyTrace ,True,1.1072502136230469,14,[]
BadKeyTrace ,True,0.9279136657714844,12,[]
SecretKeyA_Unless_Reveal ,True,0.976956844329834,11,[]
SecretKeyA ,False,1.0171449184417725,12,[]
SecretKeyB_Unless_Reveal ,False,1.4678914546966553,16,[]
SecretKeyB ,False,1.448174238204956,16,[]
SecretKeyB_GoodSession ,True,1.0470819473266602,28,[]
ImplicitKeyAuthA ,False,1.779601812362671,17,[]
ImplicitKeyAuthB ,False,0.8064589500427246,13,[]
ImplicitKeyAuthA_full ,False,0.9476003646850586,13,[]
ImplicitKeyAuthB_full ,False,1.0972797870635986,14,[]
