HonestKeyTrace ,True,1.3065762519836426,12,[]
GoodKeyTrace ,True,2.046398639678955,13,[]
BadKeyTrace ,True,2.469761610031128,11,[]
SecretKeyA_Unless_Reveal ,True,1.9077720642089844,11,[]
SecretKeyA ,False,1.5880382061004639,11,[]
SecretKeyB_Unless_Reveal ,False,2.497661828994751,15,[]
SecretKeyB ,False,2.6777849197387695,15,[]
SecretKeyB_GoodSession ,True,2.2083616256713867,27,[]
ImplicitKeyAuthA ,True,1.775836706161499,12,[]
ImplicitKeyAuthB ,False,1.928910732269287,12,[]
ImplicitKeyAuthA_full ,False,2.149587392807007,12,[]
ImplicitKeyAuthB_full ,False,1.8579068183898926,13,[]
